site_id,cell_id,lon,lat
s208,22194,30.273943,-20.059103999999998
s208,22197,30.273943,-20.059103999999998
s208,22198,30.273943,-20.059103999999998
s208,40231,30.273943,-20.059103999999998
s208,40236,30.273943,-20.059103999999998
s208,40232,30.273943,-20.059103999999998
s208,40237,30.273943,-20.059103999999998
s208,40233,30.273943,-20.059103999999998
s208,40238,30.273943,-20.059103999999998
s208,40230,30.273943,-20.059103999999998
s208,40235,30.273943,-20.059103999999998
s208,40239,30.273943,-20.059103999999998
s209,21051,29.066857,-20.10024
s209,21052,29.066857,-20.10024
s209,21053,29.066857,-20.10024
s209,21054,29.066857,-20.10024
s210,22241,29.803885,-20.102028
s210,22242,29.803885,-20.102028
s211,20541,29.961956999999998,-19.124386
s211,20542,29.961956999999998,-19.124386
s211,20543,29.961956999999998,-19.124386
s211,20546,29.961956999999998,-19.124386
s211,20547,29.961956999999998,-19.124386
s211,20548,29.961956999999998,-19.124386
s211,40351,29.961956999999998,-19.124386
s211,40356,29.961956999999998,-19.124386
s211,40350,29.961956999999998,-19.124386
s211,40352,29.961956999999998,-19.124386
s211,40357,29.961956999999998,-19.124386
s211,40355,29.961956999999998,-19.124386
s211,40353,29.961956999999998,-19.124386
s211,40358,29.961956999999998,-19.124386
s211,40359,29.961956999999998,-19.124386
s212,10056,28.7648,-19.512050000000002
s212,10057,28.7648,-19.512050000000002
s212,10058,28.7648,-19.512050000000002
s212,34161,28.7648,-19.512050000000002
s212,34166,28.7648,-19.512050000000002
s212,34160,28.7648,-19.512050000000002
s212,34162,28.7648,-19.512050000000002
s212,34167,28.7648,-19.512050000000002
s212,34165,28.7648,-19.512050000000002
s212,34163,28.7648,-19.512050000000002
s212,34168,28.7648,-19.512050000000002
s212,34993,28.7648,-19.512050000000002
s212,34164,28.7648,-19.512050000000002
s212,34169,28.7648,-19.512050000000002
s212,34994,28.7648,-19.512050000000002
s212,34995,28.7648,-19.512050000000002
s212,34990,28.7648,-19.512050000000002
s212,34999,28.7648,-19.512050000000002
s212,34996,28.7648,-19.512050000000002
s212,34997,28.7648,-19.512050000000002
s212,34998,28.7648,-19.512050000000002
s213,22481,30.158533,-20.567759
s213,22482,30.158533,-20.567759
s213,22483,30.158533,-20.567759
s213,22484,30.158533,-20.567759
s213,22485,30.158533,-20.567759
s213,40411,30.158533,-20.567759
s213,40412,30.158533,-20.567759
s213,40413,30.158533,-20.567759
s214,12001,29.0552,-19.60799
s214,12002,29.0552,-19.60799
s214,12003,29.0552,-19.60799
s214,35521,29.0552,-19.60799
s214,35522,29.0552,-19.60799
s214,35523,29.0552,-19.60799
s214,35526,29.0552,-19.60799
s214,35527,29.0552,-19.60799
s214,35528,29.0552,-19.60799
s215,14321,28.7406,-19.54315
s215,14322,28.7406,-19.54315
s215,14323,28.7406,-19.54315
s215,14327,28.7406,-19.54315
s215,34801,28.7406,-19.54315
s215,34806,28.7406,-19.54315
s215,34800,28.7406,-19.54315
s215,34802,28.7406,-19.54315
s215,34807,28.7406,-19.54315
s215,34805,28.7406,-19.54315
s215,34803,28.7406,-19.54315
s215,34808,28.7406,-19.54315
s215,34809,28.7406,-19.54315
s215,34804,28.7406,-19.54315
s215,35409,28.7406,-19.54315
s215,35404,28.7406,-19.54315
s215,35405,28.7406,-19.54315
s215,35406,28.7406,-19.54315
s215,35407,28.7406,-19.54315
s216,14201,28.7378,-19.534399999999998
s216,14202,28.7378,-19.534399999999998
s216,14203,28.7378,-19.534399999999998
s216,14206,28.7378,-19.534399999999998
s216,14207,28.7378,-19.534399999999998
s216,14208,28.7378,-19.534399999999998
s216,34811,28.7378,-19.534399999999998
s216,34816,28.7378,-19.534399999999998
